#Gc logAge  M_H  m_ini    mu0   Av    mratio  Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F275W1mag  F336W1mag  F475Wmag  F814Wmag  F110Wmag  F160Wmag  F098Mmag  F127Mmag  F139Mmag  F153Mmag  TiOmag  CNmag   Jmag    Hmag    Ksmag   IRAC_3.6mag  IRAC_4.5mag  IRAC_5.8mag  IRAC_8.0mag  MIPS_24mag
 3  10.110 -2.19  0.72145 17.050  0.178 0.00   0.721  0.052  3.8008  4.400    1  0.000  0.535     0.00     0.00 -1 -7.62e-14      0.00 8.620e-01 1.380e-01 1.079e-05 2.947e-06 2.690e-05 -1.000 5.627e-05 21.691 22.592 22.074 22.317 21.356 21.032 20.649 21.198 20.866 20.769 20.637 21.374 21.310 20.900 20.608 20.568 20.546 20.539 20.535 20.523 20.487 
 3  10.110 -2.19  0.12742 17.050  0.222 0.00   0.127 -2.414  3.5943  5.284    1  0.000  0.545     0.00     0.00 -1 -3.11e-16      0.00 7.401e-01 2.598e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 27.854 34.073 31.432 29.695 27.259 26.485 25.831 26.802 26.193 26.049 25.824 27.326 27.187 26.266 25.729 25.579 25.313 25.257 25.229 25.219 25.081 
 3  10.110 -2.19  0.31407 17.100  0.183 0.00   0.313 -1.543  3.6460  5.012    1  0.000  0.544     0.00     0.00 -1 -1.79e-15      0.00 7.371e-01 2.628e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 25.727 30.045 28.207 27.075 25.121 24.482 23.879 24.754 24.226 24.082 23.871 25.171 25.056 24.289 23.782 23.619 23.452 23.421 23.383 23.347 23.312 
 3  10.110 -2.19  0.15423 17.100  0.182 0.00   0.154 -2.191  3.6099  5.207    1  0.000  0.545     0.00     0.00 -1 -3.56e-16      0.00 7.376e-01 2.623e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 27.349 32.952 30.591 29.032 26.752 26.018 25.371 26.322 25.737 25.589 25.364 26.814 26.683 25.807 25.266 25.103 24.875 24.829 24.794 24.775 24.677 
 3  10.110 -2.19  0.14162 17.150  0.187 0.96   0.141 -2.287  3.6037  5.240    1  0.000  0.545     0.00     0.00 -1 -3.05e-16      0.00 7.386e-01 2.613e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 26.949 32.860 30.361 28.712 26.353 25.598 24.947 25.909 25.312 25.166 24.940 26.418 26.283 25.384 24.842 24.685 24.440 24.389 24.357 24.344 24.226 
 3  10.110 -2.19  0.43016 17.150  0.196 0.00   0.429 -1.240  3.6681  4.935    1  0.000  0.545     0.00     0.00 -1 -3.76e-15      0.00 7.504e-01 2.495e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 25.020 28.618 27.032 26.196 24.418 23.833 23.262 24.087 23.591 23.454 23.253 24.462 24.355 23.650 23.173 23.028 22.889 22.864 22.833 22.803 22.780 
 3  10.110 -2.19  0.15411 17.150  0.231 0.00   0.153 -2.192  3.6098  5.207    1  0.000  0.545     0.00     0.00 -1 -3.54e-16      0.00 7.376e-01 2.623e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 27.401 33.005 30.644 29.084 26.804 26.070 25.423 26.374 25.789 25.641 25.416 26.866 26.735 25.859 25.317 25.155 24.927 24.881 24.846 24.826 24.728 
 3  10.110 -2.19  0.63451 17.250  0.232 0.00   0.634 -0.431  3.7543  4.640    1  0.000  0.543     0.00     0.00 -1 -4.08e-18      0.00 8.141e-01 1.858e-01 1.377e-05 3.724e-06 3.383e-05 -1.000 6.668e-05 23.098 24.565 23.739 23.846 22.641 22.232 21.772 22.429 22.036 21.923 21.760 22.667 22.590 22.081 21.713 21.645 21.595 21.585 21.580 21.569 21.534 
 3  10.110 -2.19  0.15551 17.250  0.227 0.94   0.155 -2.183  3.6104  5.204    1  0.000  0.545     0.00     0.00 -1 -3.74e-16      0.00 7.376e-01 2.623e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 26.801 32.452 30.070 28.497 26.204 25.466 24.819 25.772 25.185 25.037 24.812 26.266 26.134 25.255 24.713 24.552 24.321 24.274 24.240 24.221 24.120 
 3  10.110 -2.19  0.10789 17.250  0.180 0.00   0.107 -2.660  3.5712  5.366    1  0.000  0.545     0.00     0.00 -1 -1.74e-16      0.00 7.434e-01 2.565e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 28.670 36.457 33.641 30.925 28.122 27.275 26.591 27.623 26.962 26.809 26.586 28.188 28.041 27.042 26.482 26.300 26.013 25.957 25.896 25.854 25.728 
 3  10.110 -2.19  0.12704 17.250  0.168 0.00   0.126 -2.418  3.5939  5.286    1  0.000  0.545     0.00     0.00 -1 -3.07e-16      0.00 7.402e-01 2.597e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.065 34.303 31.654 29.911 27.470 26.695 26.042 27.013 26.403 26.259 26.034 27.537 27.399 26.476 25.940 25.791 25.523 25.467 25.438 25.429 25.289 
 3  10.110 -2.19  0.44144 17.250  0.183 0.00   0.440 -1.206  3.6711  4.924    1  0.000  0.545     0.00     0.00 -1 -4.06e-15      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.994e-05 25.035 28.537 26.984 26.190 24.435 23.857 23.291 24.109 23.617 23.481 23.281 24.478 24.373 23.675 23.203 23.061 22.925 22.901 22.871 22.842 22.819 
 3  10.110 -2.19  0.58861 17.300  0.201 0.90   0.588 -0.640  3.7279  4.711    1  0.000  0.544     0.00     0.00 -1 -1.65e-14      0.00 7.980e-01 2.020e-01 1.482e-05 4.003e-06 3.634e-05 -1.000 6.525e-05 23.188 25.356 24.271 24.075 22.649 22.170 21.663 22.390 21.955 21.832 21.652 22.682 22.592 22.006 21.592 21.492 21.406 21.389 21.376 21.361 21.334 
 3  10.110 -2.19  0.40228 17.350  0.204 0.86   0.402 -1.323  3.6607  4.959    1  0.000  0.545     0.00     0.00 -1 -3.12e-15      0.00 7.494e-01 2.505e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 24.835 28.792 27.084 26.095 24.229 23.616 23.030 23.880 23.368 23.228 23.021 24.276 24.165 23.428 22.937 22.781 22.628 22.600 22.565 22.532 22.503 
 3  10.110 -2.19  0.75292 17.350  0.182 0.83   0.752  0.331  3.8133  4.188    1  0.000  0.528     0.00     0.00 -1 -2.48e-13      0.00 8.705e-01 1.294e-01 1.038e-05 2.862e-06 2.620e-05 -1.000 1.000e-04 21.132 22.045 21.557 21.740 20.801 20.483 20.109 20.645 20.319 20.224 20.097 20.819 20.756 20.352 20.068 20.025 19.999 19.991 19.986 19.975 19.941 
 3  10.110 -2.19  0.18693 17.350  0.202 0.00   0.185 -2.004  3.6203  5.143    1  0.000  0.545     0.00     0.00 -1 -7.77e-16      0.00 7.369e-01 2.630e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 27.130 32.332 30.148 28.709 26.531 25.824 25.185 26.119 25.551 25.402 25.178 26.590 26.463 25.619 25.081 24.912 24.706 24.665 24.626 24.596 24.524 
 3  10.110 -2.19  0.10351 17.400  0.167 0.00   0.103 -2.726  3.5644  5.388    1  0.000  0.545     0.00     0.00 -1 -1.49e-16      0.00 7.442e-01 2.557e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.986 37.165 34.305 31.352 28.449 27.581 26.887 27.938 27.263 27.107 26.883 28.515 28.365 27.344 26.777 26.590 26.296 26.241 26.171 26.122 26.003 
 3  10.110 -2.19  0.36136 17.400  0.202 0.92   0.361 -1.425  3.6536  4.986    1  0.000  0.544     0.00     0.00 -1 -2.48e-15      0.00 7.394e-01 2.605e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.000e-04 25.069 29.205 27.434 26.370 24.462 23.836 23.242 24.104 23.585 23.443 23.234 24.510 24.397 23.646 23.148 22.988 22.828 22.799 22.761 22.727 22.696 
 3  10.110 -2.19  0.26220 17.400  0.191 0.00   0.261 -1.692  3.6371  5.048    1  0.000  0.545     0.00     0.00 -1 -1.29e-15      0.00 7.370e-01 2.629e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 9.999e-05 26.401 31.011 29.065 27.825 25.798 25.135 24.518 25.415 24.874 24.727 24.510 25.851 25.731 24.938 24.417 24.250 24.072 24.038 23.997 23.961 23.917 
 3  10.110 -2.19  0.24607 17.400  0.221 0.93   0.244 -1.749  3.6340  5.064    1  0.000  0.545     0.00     0.00 -1 -1.19e-15      0.00 7.369e-01 2.630e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 9.990e-05 25.875 30.647 28.641 27.343 25.274 24.598 23.973 24.882 24.333 24.185 23.966 25.328 25.207 24.398 23.871 23.702 23.516 23.481 23.440 23.404 23.354 
 3  10.110 -2.19  0.32366 17.450  0.164 0.00   0.322 -1.519  3.6475  5.007    1  0.000  0.544     0.00     0.00 -1 -1.91e-15      0.00 7.373e-01 2.626e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.001e-04 26.017 30.284 28.465 27.352 25.411 24.775 24.175 25.046 24.521 24.378 24.167 25.460 25.346 24.583 24.079 23.917 23.752 23.721 23.683 23.648 23.614 
 3  10.110 -2.19  0.15162 17.500  0.200 0.00   0.151 -2.208  3.6089  5.213    1  0.000  0.545     0.00     0.00 -1 -3.21e-16      0.00 7.377e-01 2.622e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 27.791 33.432 31.054 29.484 27.194 26.457 25.810 26.763 26.176 26.029 25.803 27.256 27.125 26.246 25.705 25.543 25.313 25.266 25.232 25.213 25.113 
 3  10.110 -2.19  0.18193 17.500  0.257 0.00   0.180 -2.030  3.6189  5.151    1  0.000  0.545     0.00     0.00 -1 -7.35e-16      0.00 7.369e-01 2.630e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 27.344 32.600 30.393 28.938 26.746 26.035 25.395 26.332 25.761 25.612 25.388 26.805 26.678 25.829 25.291 25.122 24.914 24.873 24.834 24.805 24.730 
 3  10.110 -2.19  0.47090 17.500  0.191 0.00   0.470 -1.111  3.6797  4.892    1  0.000  0.545     0.00     0.00 -1 -5.08e-15      0.00 7.514e-01 2.485e-01 1.793e-05 4.839e-06 4.389e-05 -1.000 1.000e-04 25.048 28.283 26.821 26.144 24.453 23.895 23.340 24.141 23.660 23.527 23.330 24.494 24.392 23.717 23.255 23.122 22.996 22.973 22.947 22.921 22.900 
 3  10.110 -2.19  0.24175 17.500  0.229 0.73   0.240 -1.766  3.6331  5.069    1  0.000  0.545     0.00     0.00 -1 -1.16e-15      0.00 7.369e-01 2.630e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 9.996e-05 26.232 31.138 29.081 27.740 25.632 24.944 24.315 25.233 24.676 24.528 24.308 25.688 25.565 24.743 24.212 24.044 23.850 23.812 23.772 23.739 23.680 
 3  10.110 -2.19  0.37963 17.550  0.178 0.71   0.379 -1.379  3.6568  4.974    1  0.000  0.545     0.00     0.00 -1 -2.75e-15      0.00 7.439e-01 2.560e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 25.323 29.455 27.691 26.632 24.717 24.089 23.493 24.358 23.836 23.694 23.484 24.766 24.653 23.898 23.397 23.238 23.076 23.046 23.009 22.975 22.942 
 3  10.110 -2.19  0.11209 17.550  0.160 0.00   0.111 -2.603  3.5768  5.347    1  0.000  0.545     0.00     0.00 -1 -1.99e-16      0.00 7.426e-01 2.573e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 28.827 36.116 33.288 30.947 28.258 27.431 26.762 27.770 27.125 26.977 26.755 28.326 28.181 27.203 26.658 26.495 26.202 26.144 26.099 26.073 25.929 
 3  10.110 -2.19  0.14420 17.550  0.223 0.00   0.144 -2.265  3.6052  5.233    1  0.000  0.545     0.00     0.00 -1    -3e-16      0.00 7.383e-01 2.616e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 27.984 33.772 31.327 29.714 27.388 26.641 25.991 26.949 26.357 26.210 25.984 27.451 27.318 26.428 25.886 25.727 25.489 25.440 25.407 25.391 25.281 
 3  10.110 -2.19  0.40069 17.600  0.212 0.00   0.400 -1.327  3.6604  4.960    1  0.000  0.545     0.00     0.00 -1 -3.09e-15      0.00 7.491e-01 2.508e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 25.686 29.532 27.861 26.918 25.081 24.478 23.897 24.738 24.232 24.093 23.888 25.127 25.018 24.292 23.805 23.653 23.504 23.477 23.443 23.412 23.385 
 3  10.110 -2.19  0.19742 17.600  0.193 0.00   0.196 -1.950  3.6233  5.124    1  0.000  0.545     0.00     0.00 -1 -8.74e-16      0.00 7.368e-01 2.631e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 27.244 32.335 30.200 28.795 26.645 25.945 25.309 26.238 25.674 25.525 25.302 26.702 26.577 25.741 25.205 25.034 24.834 24.795 24.755 24.721 24.657 
 3  10.110 -2.19  0.21537 17.600  0.203 0.00   0.214 -1.867  3.6277  5.098    1  0.000  0.545     0.00     0.00 -1 -1.02e-15      0.00 7.368e-01 2.631e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 27.037 31.965 29.899 28.545 26.437 25.749 25.117 26.037 25.481 25.331 25.110 26.493 26.369 25.547 25.014 24.843 24.651 24.614 24.572 24.536 24.480 
 3  10.110 -2.19  0.21699 17.650  0.215 0.00   0.215 -1.860  3.6280  5.096    1  0.000  0.545     0.00     0.00 -1 -1.03e-15      0.00 7.368e-01 2.631e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 27.071 31.988 29.926 28.577 26.471 25.784 25.153 26.073 25.516 25.367 25.146 26.527 26.404 25.582 25.050 24.879 24.687 24.650 24.609 24.573 24.517 
 3  10.110 -2.19  0.13868 17.700  0.212 0.96   0.138 -2.311  3.6020  5.249    1  0.000  0.545     0.00     0.00 -1 -3.11e-16      0.00 7.389e-01 2.610e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 27.551 33.519 30.994 29.328 26.956 26.197 25.544 26.509 25.910 25.764 25.537 27.020 26.885 25.981 25.440 25.284 25.035 24.983 24.952 24.940 24.818 
 3  10.110 -2.19  0.34237 17.700  0.194 0.00   0.341 -1.472  3.6505  4.997    1  0.000  0.544     0.00     0.00 -1 -2.18e-15      0.00 7.377e-01 2.622e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 9.996e-05 26.150 30.319 28.535 27.459 25.543 24.915 24.320 25.184 24.663 24.521 24.312 25.592 25.478 24.725 24.225 24.065 23.904 23.874 23.837 23.802 23.771 
 3  10.110 -2.19  0.29552 17.700  0.209 0.00   0.294 -1.594  3.6429  5.024    1  0.000  0.545     0.00     0.00 -1 -1.58e-15      0.00 7.369e-01 2.630e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 9.999e-05 26.455 30.874 29.000 27.829 25.850 25.202 24.595 25.478 24.945 24.800 24.587 25.901 25.784 25.008 24.496 24.332 24.161 24.129 24.090 24.053 24.015 
 3  10.110 -2.19  0.15605 17.700  0.184 0.00   0.155 -2.180  3.6106  5.203    1  0.000  0.545     0.00     0.00 -1 -3.82e-16      0.00 7.376e-01 2.623e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 27.919 33.496 31.147 29.596 27.323 26.590 25.943 26.894 26.310 26.162 25.937 27.384 27.253 26.380 25.838 25.675 25.449 25.403 25.368 25.348 25.252 
 3  10.110 -2.19  0.15300 17.750  0.187 0.00   0.152 -2.199  3.6094  5.210    1  0.000  0.545     0.00     0.00 -1 -3.39e-16      0.00 7.377e-01 2.622e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 28.019 33.640 31.271 29.706 27.422 26.686 26.039 26.991 26.406 26.258 26.032 27.484 27.353 26.476 25.934 25.772 25.543 25.497 25.462 25.443 25.344 
 3  10.110 -2.19  0.12756 17.800  0.179 0.00   0.127 -2.412  3.5945  5.283    1  0.000  0.545     0.00     0.00 -1 -3.12e-16      0.00 7.401e-01 2.598e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.599 34.812 32.174 30.439 28.004 27.230 26.577 27.548 26.939 26.795 26.570 28.071 27.933 27.012 26.475 26.325 26.059 26.004 25.975 25.966 25.827 
 3  10.110 -2.19  0.49407 17.800  0.184 0.00   0.493 -1.033  3.6867  4.863    1  0.000  0.545     0.00     0.00 -1 -6.14e-15      0.00 7.524e-01 2.475e-01 1.787e-05 4.822e-06 4.374e-05 -1.000 9.997e-05 25.152 28.177 26.787 26.204 24.564 24.022 23.476 24.262 23.791 23.660 23.466 24.603 24.504 23.847 23.394 23.268 23.149 23.127 23.104 23.080 23.059 
 3  10.110 -2.19  0.16804 17.800  0.193 0.00   0.167 -2.102  3.6150  5.176    1  0.000  0.545     0.00     0.00 -1 -6.16e-16      0.00 7.370e-01 2.629e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 27.826 33.231 30.958 29.458 27.229 26.508 25.864 26.808 26.231 26.082 25.857 27.289 27.160 26.300 25.759 25.593 25.377 25.333 25.296 25.272 25.187 
 3  10.110 -2.19  0.14392 17.850  0.222 0.00   0.143 -2.268  3.6050  5.234    1  0.000  0.545     0.00     0.00 -1    -3e-16      0.00 7.384e-01 2.615e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.289 34.084 31.636 30.022 27.693 26.946 26.296 27.255 26.663 26.516 26.289 27.757 27.623 26.733 26.192 26.033 25.794 25.745 25.712 25.696 25.586 
 3  10.110 -2.19  0.13579 17.850  0.205 0.00   0.135 -2.336  3.6003  5.257    1  0.000  0.545     0.00     0.00 -1 -3.16e-16      0.00 7.391e-01 2.608e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.459 34.436 31.907 30.238 27.864 27.104 26.452 27.417 26.817 26.671 26.445 27.928 27.793 26.889 26.347 26.192 25.942 25.890 25.859 25.848 25.725 
 3  10.110 -2.19  0.65293 17.900  0.209 0.00   0.653 -0.342  3.7648  4.606    1  0.000  0.542     0.00     0.00 -1 -3.51e-14      0.00 8.223e-01 1.776e-01 1.324e-05 3.583e-06 3.257e-05 -1.000 9.999e-05 23.526 24.826 24.076 24.244 23.097 22.707 22.262 22.898 22.517 22.407 22.250 23.122 23.047 22.560 22.207 22.147 22.105 22.096 22.092 22.081 22.044 
 3  10.110 -2.19  0.20974 17.900  0.186 0.74   0.209 -1.888  3.6266  5.104    1  0.000  0.545     0.00     0.00 -1 -9.93e-16      0.00 7.367e-01 2.632e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 26.950 32.090 29.942 28.521 26.352 25.646 25.008 25.941 25.374 25.225 25.001 26.410 26.284 25.441 24.904 24.735 24.530 24.490 24.450 24.420 24.349 
 3  10.110 -2.19  0.13071 17.950  0.159 0.87   0.130 -2.378  3.5974  5.272    1  0.000  0.545     0.00     0.00 -1 -3.27e-16      0.00 7.396e-01 2.603e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 28.132 34.510 31.872 30.033 27.544 26.758 26.100 27.080 26.462 26.317 26.093 27.611 27.471 26.536 25.997 25.843 25.571 25.515 25.482 25.468 25.329 
 3  10.110 -2.19  0.13993 18.000  0.163 0.86   0.139 -2.301  3.6027  5.245    1  0.000  0.545     0.00     0.00 -1 -3.08e-16      0.00 7.387e-01 2.612e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 27.986 34.079 31.506 29.803 27.390 26.622 25.970 26.937 26.331 26.187 25.963 27.457 27.320 26.404 25.868 25.717 25.455 25.400 25.371 25.360 25.225 
 3  10.110 -2.19  0.13921 18.000  0.206 0.00   0.138 -2.307  3.6023  5.247    1  0.000  0.545     0.00     0.00 -1 -3.09e-16      0.00 7.388e-01 2.611e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.538 34.438 31.943 30.297 27.942 27.188 26.536 27.499 26.902 26.756 26.529 28.006 27.871 26.973 26.432 26.275 26.030 25.979 25.947 25.934 25.816 
 3  10.110 -2.19  0.68301 18.000  0.170 0.00   0.683 -0.187  3.7812  4.536    1  0.000  0.541     0.00     0.00 -1 -1.62e-19      0.00 8.407e-01 1.592e-01 1.206e-05 3.268e-06 2.974e-05 -1.000 5.177e-05 23.238 24.318 23.682 23.913 22.853 22.492 22.072 22.672 22.312 22.207 22.060 22.874 22.804 22.351 22.023 21.974 21.944 21.936 21.932 21.920 21.883 
 3  10.110 -2.19  0.44032 18.000  0.201 0.00   0.439 -1.209  3.6708  4.925    1  0.000  0.545     0.00     0.00 -1 -4.03e-15      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 25.794 29.305 27.749 26.951 25.193 24.615 24.048 24.867 24.375 24.239 24.038 25.236 25.131 24.433 23.960 23.818 23.682 23.657 23.627 23.598 23.575 
 3  10.110 -2.19  0.13771 18.050  0.189 0.00   0.137 -2.319  3.6014  5.252    1  0.000  0.545     0.00     0.00 -1 -3.13e-16      0.00 7.390e-01 2.609e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.619 34.553 32.043 30.387 28.023 27.267 26.615 27.578 26.981 26.834 26.608 28.088 27.953 27.052 26.510 26.354 26.107 26.056 26.025 26.012 25.892 
 3  10.110 -2.19  0.37925 18.050  0.208 0.00   0.378 -1.380  3.6567  4.974    1  0.000  0.545     0.00     0.00 -1 -2.74e-15      0.00 7.438e-01 2.561e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 9.996e-05 26.270 30.235 28.523 27.529 25.663 25.051 24.465 25.315 24.803 24.663 24.456 25.710 25.599 24.863 24.372 24.216 24.063 24.036 24.000 23.967 23.940 
 3  10.110 -2.19  0.13509 18.050  0.187 0.00   0.134 -2.341  3.5999  5.259    1  0.000  0.545     0.00     0.00 -1 -3.18e-16      0.00 7.392e-01 2.607e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 28.674 34.667 32.130 30.457 28.078 27.318 26.665 27.631 27.031 26.885 26.658 28.143 28.007 27.102 26.561 26.406 26.155 26.103 26.072 26.061 25.937 
 3  10.110 -2.19  0.54615 18.050  0.210 0.72   0.545 -0.822  3.7067  4.776    1  0.000  0.544     0.00     0.00 -1 -1.05e-14      0.00 7.836e-01 2.163e-01 1.576e-05 4.255e-06 3.862e-05 -1.000 9.736e-05 24.592 27.264 26.016 25.594 24.020 23.494 22.957 23.730 23.267 23.137 22.947 24.058 23.961 23.321 22.878 22.757 22.646 22.624 22.603 22.582 22.557 
 3  10.110 -2.19  0.23465 18.100  0.210 0.00   0.233 -1.793  3.6317  5.076    1  0.000  0.545     0.00     0.00 -1 -1.12e-15      0.00 7.369e-01 2.630e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 9.999e-05 27.353 32.148 30.132 28.826 26.752 26.074 25.449 26.359 25.809 25.661 25.441 26.806 26.684 25.874 25.347 25.177 24.990 24.955 24.914 24.877 24.827 
 3  10.110 -2.19  0.43724 18.150  0.219 0.76   0.436 -1.219  3.6700  4.928    1  0.000  0.545     0.00     0.00 -1 -3.95e-15      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 25.506 29.234 27.612 26.721 24.902 24.304 23.725 24.563 24.059 23.921 23.716 24.948 24.839 24.119 23.634 23.485 23.338 23.311 23.278 23.247 23.220 
 3  10.110 -2.19  0.10093 18.150  0.181 0.00   0.101 -2.765  3.5604  5.400    1  0.000  0.545     0.00     0.00 -1 -1.36e-16      0.00 7.447e-01 2.552e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 29.833 38.218 35.326 32.259 29.301 28.421 27.723 28.784 28.100 27.944 27.719 29.367 29.216 28.183 27.612 27.426 27.126 27.071 26.998 26.945 26.829 
 3  10.110 -2.19  0.42138 18.200  0.189 0.00   0.420 -1.266  3.6657  4.943    1  0.000  0.545     0.00     0.00 -1 -3.55e-15      0.00 7.502e-01 2.497e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 26.136 29.811 28.199 27.329 25.533 24.942 24.368 25.198 24.699 24.561 24.359 25.577 25.470 24.758 24.278 24.131 23.989 23.963 23.931 23.901 23.877 
 3  10.110 -2.19  0.17705 18.200  0.227 0.00   0.176 -2.055  3.6176  5.160    1  0.000  0.545     0.00     0.00 -1 -6.95e-16      0.00 7.370e-01 2.629e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 28.107 33.415 31.185 29.714 27.510 26.795 26.154 27.093 26.520 26.371 26.147 27.569 27.441 26.588 26.049 25.882 25.671 25.628 25.590 25.563 25.484 
 3  10.110 -2.19  0.21191 18.200  0.190 0.00   0.211 -1.880  3.6270  5.102    1  0.000  0.545     0.00     0.00 -1    -1e-15      0.00 7.367e-01 2.632e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 27.670 32.622 30.546 29.184 27.070 26.380 25.747 26.669 26.111 25.962 25.741 27.126 27.002 26.178 25.644 25.472 25.279 25.242 25.200 25.164 25.108 
 3  10.110 -2.19  0.41483 18.300  0.174 0.95   0.414 -1.286  3.6639  4.948    1  0.000  0.545     0.00     0.00 -1 -3.39e-15      0.00 7.501e-01 2.498e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.997e-05 25.606 29.410 27.754 26.829 25.001 24.401 23.821 24.661 24.156 24.017 23.812 25.047 24.938 24.215 23.730 23.579 23.432 23.405 23.372 23.340 23.315 
 3  10.110 -2.19  0.17575 18.300  0.199 0.72   0.174 -2.062  3.6172  5.162    1  0.000  0.545     0.00     0.00 -1 -6.85e-16      0.00 7.370e-01 2.629e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 27.839 33.371 31.058 29.518 27.242 26.508 25.863 26.812 26.227 26.080 25.855 27.304 27.173 26.297 25.759 25.598 25.367 25.320 25.285 25.264 25.164 
 3  10.110 -2.19  0.33374 18.300  0.214 0.00   0.332 -1.494  3.6491  5.002    1  0.000  0.544     0.00     0.00 -1 -2.05e-15      0.00 7.375e-01 2.624e-01 1.796e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 26.804 31.018 29.218 28.125 26.197 25.566 24.969 25.836 25.313 25.170 24.960 26.247 26.132 25.375 24.873 24.712 24.549 24.519 24.481 24.446 24.414 
 3  10.110 -2.19  0.18447 18.350  0.151 0.82   0.183 -2.017  3.6197  5.147    1  0.000  0.545     0.00     0.00 -1 -7.56e-16      0.00 7.369e-01 2.630e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 27.625 32.999 30.744 29.253 27.028 26.308 25.665 26.607 26.031 25.882 25.658 27.088 26.959 26.100 25.560 25.394 25.178 25.135 25.097 25.072 24.988 
 3  10.110 -2.19  0.51970 18.350  0.190 0.00   0.519 -0.933  3.6961  4.822    1  0.000  0.545     0.00     0.00 -1  -7.9e-15      0.00 7.648e-01 2.351e-01 1.703e-05 4.596e-06 4.170e-05 -1.000 9.891e-05 25.452 28.200 26.903 26.447 24.874 24.353 23.819 24.586 24.127 23.998 23.809 24.911 24.815 24.181 23.740 23.623 23.515 23.494 23.475 23.455 23.433 
