#Gc logAge  M_H  m_ini    mu0   Av    mratio  Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F275W1mag  F336W1mag  F475Wmag  F814Wmag  F110Wmag  F160Wmag  F098Mmag  F127Mmag  F139Mmag  F153Mmag  TiOmag  CNmag   Jmag    Hmag    Ksmag   IRAC_3.6mag  IRAC_4.5mag  IRAC_5.8mag  IRAC_8.0mag  MIPS_24mag
 3  10.110 -1.80  0.34097 19.750  0.182 0.00   0.340 -1.533  3.6324  4.985    1  0.000  0.544     0.00     0.00 -1 -1.29e-15      0.00 7.376e-01 2.621e-01 4.798e-05 1.296e-05 1.175e-04 -1.000 2.681e-04 28.352 33.345 31.182 29.839 27.757 27.076 26.431 27.365 26.807 26.654 26.424 27.811 27.690 26.874 26.322 26.155 25.991 25.968 25.928 25.893 25.841 
 3  10.110 -1.80  0.42273 19.950  0.215 0.71   0.422 -1.304  3.6512  4.924    1  0.000  0.545     0.00     0.00 -1 -3.32e-15      0.00 7.504e-01 2.493e-01 4.802e-05 1.296e-05 1.175e-04 -1.000 2.671e-04 27.570 32.140 30.157 28.954 26.973 26.318 25.684 26.599 26.055 25.903 25.676 27.024 26.908 26.120 25.578 25.421 25.271 25.252 25.215 25.181 25.139 
 3  10.110 -1.80  0.26316 20.300  0.187 0.00   0.262 -1.750  3.6192  5.035    1  0.000  0.545     0.00     0.00 -1 -6.73e-16      0.00 7.378e-01 2.620e-01 4.802e-05 1.296e-05 1.175e-04 -1.000 2.670e-04 29.445 34.923 32.542 31.059 28.852 28.137 27.482 28.436 27.861 27.710 27.476 28.910 28.783 27.930 27.368 27.194 27.013 26.981 26.947 26.924 26.843 
 3  10.110 -1.80  0.27477 20.450  0.197 0.00   0.274 -1.714  3.6213  5.026    1  0.000  0.545     0.00     0.00 -1 -7.77e-16      0.00 7.378e-01 2.620e-01 4.801e-05 1.296e-05 1.175e-04 -1.000 2.671e-04 29.506 34.902 32.560 31.099 28.912 28.203 27.548 28.500 27.928 27.776 27.543 28.970 28.844 27.996 27.436 27.262 27.084 27.053 27.018 26.991 26.916 
 3  10.110 -1.80  0.21342 20.500  0.211 0.00   0.212 -1.938  3.6087  5.090    1  0.000  0.545     0.00     0.00 -1 -7.32e-16      0.00 7.376e-01 2.622e-01 4.802e-05 1.296e-05 1.175e-04 -1.000 2.671e-04 30.114 36.001 33.422 31.833 29.523 28.782 28.120 29.089 28.499 28.352 28.116 29.585 29.453 28.570 28.003 27.828 27.633 27.594 27.569 27.561 27.449 
 3  10.110 -1.80  0.40436 20.650  0.183 0.00   0.404 -1.364  3.6451  4.941    1  0.000  0.545     0.00     0.00 -1  -2.9e-15      0.00 7.503e-01 2.495e-01 4.802e-05 1.296e-05 1.175e-04 -1.000 2.671e-04 28.829 33.394 31.402 30.200 28.233 27.582 26.950 27.862 27.321 27.169 26.942 28.283 28.167 27.386 26.846 26.691 26.545 26.527 26.490 26.454 26.418 
 3  10.110 -1.80  0.32172 20.950  0.211 0.00   0.321 -1.582  3.6293  4.995    1  0.000  0.545     0.00     0.00 -1 -1.18e-15      0.00 7.377e-01 2.620e-01 4.799e-05 1.296e-05 1.175e-04 -1.000 2.676e-04 29.674 34.772 32.566 31.189 29.079 28.390 27.742 28.681 28.120 27.967 27.736 29.134 29.012 28.187 27.632 27.463 27.295 27.269 27.230 27.195 27.138 
 3  10.110 -1.80  0.49749 21.400  0.195 0.89   0.497 -1.043  3.6796  4.848    1  0.000  0.545     0.00     0.00 -1 -6.08e-15      0.00 7.506e-01 2.491e-01 4.802e-05 1.296e-05 1.175e-04 -1.000 2.671e-04 28.238 31.898 30.254 29.396 27.646 27.059 26.464 27.319 26.812 26.668 26.453 27.689 27.584 26.874 26.370 26.239 26.122 26.113 26.084 26.055 26.030 
 3  10.070 -1.76  0.13470  9.200  0.174 0.00   0.134 -2.416  3.5769  5.242    1  0.000  0.545     0.00     0.00 -1 -3.15e-16      0.00 7.414e-01 2.583e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 20.011 27.442 24.466 22.134 19.445 18.618 17.936 18.956 18.309 18.168 17.933 19.513 19.368 18.389 17.816 17.636 17.382 17.326 17.296 17.280 17.128 
 3  10.070 -1.76  0.12255 14.850  0.221 0.00   0.122 -2.528  3.5678  5.277    1  0.000  0.545     0.00     0.00 -1 -2.45e-16      0.00 7.427e-01 2.570e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 25.939 33.999 31.114 28.250 25.403 24.543 23.849 24.897 24.227 24.075 23.846 25.469 25.320 24.308 23.733 23.538 23.262 23.207 23.146 23.104 22.981 
 3  10.070 -1.76  0.12454 16.200  0.183 0.00   0.124 -2.510  3.5693  5.271    1  0.000  0.545     0.00     0.00 -1 -2.55e-16      0.00 7.425e-01 2.572e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 27.244 35.231 32.355 29.534 26.705 25.850 25.158 26.202 25.535 25.384 25.155 26.771 26.623 25.616 25.041 24.846 24.573 24.518 24.459 24.418 24.294 
 3  10.070 -1.76  0.20658 16.350  0.189 0.00   0.206 -1.977  3.6046  5.099    1  0.000  0.545     0.00     0.00 -1 -8.17e-16      0.00 7.385e-01 2.612e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 26.062 32.149 29.461 27.825 25.472 24.720 24.055 25.031 24.433 24.289 24.051 25.535 25.402 24.506 23.936 23.761 23.563 23.520 23.501 23.498 23.373 
 3  10.070 -1.76  0.39791 16.450  0.210 0.00   0.398 -1.393  3.6405  4.945    1  0.000  0.545     0.00     0.00 -1 -2.72e-15      0.00 7.498e-01 2.499e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 24.703 29.452 27.377 26.117 24.108 23.445 22.805 23.730 23.181 23.027 22.797 24.160 24.042 23.247 22.698 22.539 22.390 22.372 22.333 22.297 22.255 
 3  10.070 -1.76  0.22449 16.500  0.212 0.00   0.223 -1.904  3.6085  5.077    1  0.000  0.545     0.00     0.00 -1  -9.3e-16      0.00 7.386e-01 2.611e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 26.031 31.961 29.349 27.754 25.440 24.698 24.035 25.006 24.414 24.268 24.031 25.502 25.370 24.486 23.918 23.742 23.550 23.510 23.487 23.479 23.366 
 3  10.070 -1.76  0.17673 16.900  0.222 0.00   0.176 -2.132  3.5958  5.150    1  0.000  0.545     0.00     0.00 -1 -5.89e-16      0.00 7.391e-01 2.606e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.000 33.434 30.579 28.853 26.411 25.638 24.968 25.955 25.344 25.205 24.965 26.478 26.340 25.419 24.848 24.674 24.462 24.413 24.401 24.407 24.257 
 3  10.070 -1.76  0.53792 16.950  0.208 0.91   0.537 -0.886  3.6951  4.786    1  0.000  0.544     0.00     0.00 -1 -9.01e-15      0.00 7.760e-01 2.238e-01 4.834e-05 1.305e-05 1.184e-04 -1.000 2.216e-04 23.402 26.597 25.114 24.453 22.820 22.269 21.697 22.517 22.032 21.892 21.687 22.858 22.760 22.090 21.610 21.494 21.394 21.388 21.365 21.340 21.317 
 3  10.070 -1.76  0.14764 17.100  0.214 0.83   0.147 -2.313  3.5846  5.209    1  0.000  0.545     0.00     0.00 -1 -3.96e-16      0.00 7.403e-01 2.594e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.136 34.340 31.299 29.227 26.569 25.745 25.064 26.082 25.436 25.297 25.061 26.638 26.493 25.516 24.944 24.767 24.515 24.459 24.434 24.421 24.264 
 3  10.070 -1.76  0.15974 17.500  0.209 0.00   0.160 -2.226  3.5905  5.181    1  0.000  0.545     0.00     0.00 -1 -4.79e-16      0.00 7.395e-01 2.602e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.835 34.487 31.530 29.747 27.249 26.461 25.790 26.783 26.163 26.027 25.787 27.317 27.177 26.239 25.669 25.499 25.275 25.223 25.216 25.223 25.059 
 3  10.070 -1.76  0.11969 17.650  0.201 0.00   0.120 -2.556  3.5654  5.285    1  0.000  0.545     0.00     0.00 -1  -2.3e-16      0.00 7.430e-01 2.567e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 28.809 36.983 34.084 31.154 28.275 27.409 26.713 27.765 27.091 26.938 26.709 28.341 28.191 27.173 26.597 26.402 26.121 26.066 26.002 25.958 25.837 
 3  10.070 -1.76  0.36819 17.750  0.174 0.74   0.367 -1.472  3.6346  4.965    1  0.000  0.545     0.00     0.00 -1  -2.3e-15      0.00 7.429e-01 2.568e-01 5.342e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 25.727 30.856 28.627 27.250 25.134 24.442 23.792 24.735 24.171 24.018 23.786 25.189 25.066 24.239 23.681 23.513 23.347 23.322 23.285 23.255 23.192 
 3  10.070 -1.76  0.22004 17.800  0.228 0.00   0.219 -1.922  3.6075  5.082    1  0.000  0.545     0.00     0.00 -1    -9e-16      0.00 7.386e-01 2.611e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.376 33.345 30.714 29.109 26.785 26.041 25.377 26.349 25.756 25.610 25.373 26.847 26.715 25.828 25.260 25.084 24.890 24.850 24.828 24.821 24.705 
 3  10.070 -1.76  0.29117 18.100  0.190 0.00   0.290 -1.674  3.6215  5.013    1  0.000  0.545     0.00     0.00 -1 -1.52e-15      0.00 7.387e-01 2.610e-01 5.343e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.054 32.475 30.111 28.648 26.461 25.752 25.096 26.049 25.476 25.325 25.090 26.519 26.393 25.545 24.983 24.809 24.634 24.604 24.569 24.542 24.467 
 3  10.070 -1.76  0.11741 18.150  0.223 0.80   0.117 -2.588  3.5621  5.295    1  0.000  0.545     0.00     0.00 -1 -2.14e-16      0.00 7.433e-01 2.564e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 29.068 37.670 34.773 31.632 28.546 27.625 26.927 28.005 27.292 27.145 26.921 28.626 28.454 27.378 26.819 26.647 26.310 26.258 26.181 26.119 25.979 
 3  10.070 -1.76  0.30826 18.450  0.225 0.00   0.308 -1.625  3.6244  5.001    1  0.000  0.545     0.00     0.00 -1  -1.7e-15      0.00 7.387e-01 2.610e-01 5.343e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.282 32.589 30.281 28.846 26.688 25.987 25.333 26.282 25.713 25.560 25.326 26.745 26.620 25.781 25.220 25.048 24.875 24.848 24.810 24.779 24.712 
 3  10.070 -1.76  0.16082 18.550  0.170 0.00   0.161 -2.220  3.5909  5.179    1  0.000  0.545     0.00     0.00 -1 -4.86e-16      0.00 7.394e-01 2.603e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 28.869 35.506 32.556 30.776 28.282 27.496 26.825 27.817 27.198 27.062 26.822 28.351 28.211 27.274 26.704 26.534 26.311 26.258 26.251 26.258 26.095 
 3  10.070 -1.76  0.30818 18.650  0.199 0.00   0.308 -1.625  3.6244  5.001    1  0.000  0.545     0.00     0.00 -1  -1.7e-15      0.00 7.387e-01 2.610e-01 5.343e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.483 32.790 30.481 29.047 26.889 26.187 25.533 26.482 25.914 25.761 25.527 26.946 26.821 25.982 25.421 25.248 25.076 25.049 25.011 24.979 24.913 
 3  10.070 -1.76  0.43439 18.750  0.199 0.00   0.433 -1.276  3.6523  4.912    1  0.000  0.545     0.00     0.00 -1 -3.54e-15      0.00 7.505e-01 2.492e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 26.710 31.066 29.145 28.018 26.114 25.480 24.852 25.755 25.221 25.069 24.843 26.161 26.050 25.286 24.750 24.603 24.470 24.457 24.422 24.388 24.357 
 3  10.070 -1.76  0.13921 19.800  0.213 0.00   0.139 -2.375  3.5803  5.229    1  0.000  0.545     0.00     0.00 -1 -3.45e-16      0.00 7.409e-01 2.588e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 30.508 37.703 34.676 32.568 29.935 29.118 28.439 29.451 28.811 28.674 28.436 30.005 29.860 28.890 28.318 28.145 27.899 27.842 27.826 27.822 27.655 
 3  10.070 -1.76  0.46922 19.850  0.228 0.76   0.468 -1.155  3.6655  4.878    1  0.000  0.545     0.00     0.00 -1 -4.67e-15      0.00 7.506e-01 2.491e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 27.104 31.262 29.433 28.388 26.510 25.883 25.262 26.156 25.626 25.476 25.253 26.558 26.447 25.690 25.161 25.016 24.882 24.869 24.836 24.803 24.768 
 3  10.070 -1.76  0.47533 20.050  0.190 0.84   0.475 -1.133  3.6681  4.872    1  0.000  0.545     0.00     0.00 -1 -4.92e-15      0.00 7.506e-01 2.491e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 27.173 31.250 29.448 28.432 26.580 25.960 25.342 26.231 25.705 25.555 25.333 26.626 26.516 25.769 25.242 25.100 24.972 24.960 24.927 24.894 24.863 
 3  10.070 -1.76  0.33654 20.300  0.181 0.91   0.336 -1.552  3.6290  4.985    1  0.000  0.545     0.00     0.00 -1 -1.96e-15      0.00 7.386e-01 2.611e-01 5.341e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 28.293 33.515 31.245 29.836 27.699 27.004 26.351 27.297 26.731 26.578 26.345 27.756 27.632 26.799 26.239 26.068 25.899 25.874 25.835 25.802 25.740 
 3  10.070 -1.76  0.51985 20.350  0.169 0.00   0.519 -0.961  3.6871  4.815    1  0.000  0.545     0.00     0.00 -1 -7.46e-15      0.00 7.639e-01 2.359e-01 5.077e-05 1.370e-05 1.243e-04 -1.000 2.576e-04 27.523 30.748 29.244 28.571 26.940 26.391 25.819 26.638 26.153 26.014 25.808 26.978 26.880 26.212 25.733 25.617 25.519 25.513 25.491 25.466 25.443 
 3  10.070 -1.76  0.14631 20.500  0.208 0.96   0.146 -2.323  3.5839  5.212    1  0.000  0.545     0.00     0.00 -1 -3.88e-16      0.00 7.404e-01 2.593e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 30.378 37.402 34.340 32.391 29.799 28.989 28.313 29.318 28.684 28.550 28.310 29.869 29.725 28.763 28.192 28.024 27.782 27.726 27.719 27.722 27.546 
 3  10.070 -1.76  0.36834 20.550  0.209 0.00   0.368 -1.471  3.6347  4.965    1  0.000  0.545     0.00     0.00 -1 -2.31e-15      0.00 7.429e-01 2.568e-01 5.342e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 28.998 33.947 31.790 30.467 28.404 27.727 27.081 28.015 27.459 27.306 27.074 28.457 28.337 27.526 26.972 26.808 26.650 26.629 26.590 26.554 26.505 
 3  10.070 -1.76  0.58691 20.600  0.174 0.87   0.586 -0.682  3.7197  4.719    1  0.000  0.544     0.00     0.00 -1 -1.49e-14      0.00 7.927e-01 2.071e-01 4.509e-05 1.218e-05 1.106e-04 -1.000 2.156e-04 26.639 29.210 27.957 27.570 26.080 25.577 25.041 25.808 25.353 25.221 25.030 26.114 26.023 25.407 24.963 24.862 24.779 24.772 24.755 24.736 24.710 
 3  10.070 -1.76  0.31339 20.650  0.224 0.00   0.313 -1.611  3.6253  4.998    1  0.000  0.545     0.00     0.00 -1 -1.74e-15      0.00 7.387e-01 2.610e-01 5.342e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 29.449 34.722 32.430 31.005 28.855 28.155 27.501 28.450 27.882 27.729 27.495 28.912 28.787 27.950 27.389 27.217 27.046 27.019 26.981 26.948 26.884 
 3  10.070 -1.76  0.24177 21.000  0.206 0.00   0.241 -1.834  3.6123  5.056    1  0.000  0.545     0.00     0.00 -1 -1.05e-15      0.00 7.386e-01 2.611e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 30.356 36.136 33.597 32.041 29.765 29.032 28.371 29.337 28.751 28.603 28.367 29.825 29.695 28.822 28.255 28.079 27.892 27.856 27.829 27.816 27.714 
 3  10.070 -1.76  0.28567 21.050  0.213 0.00   0.285 -1.691  3.6205  5.017    1  0.000  0.545     0.00     0.00 -1 -1.46e-15      0.00 7.387e-01 2.610e-01 5.343e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 30.047 35.506 33.124 31.650 29.454 28.742 28.086 29.040 28.466 28.315 28.080 29.512 29.385 28.535 27.972 27.798 27.621 27.591 27.557 27.531 27.454 
 3  10.070 -1.76  0.42563 21.450  0.188 0.74   0.425 -1.304  3.6494  4.920    1  0.000  0.545     0.00     0.00 -1 -3.32e-15      0.00 7.505e-01 2.493e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 29.042 33.703 31.673 30.444 28.447 27.786 27.147 28.069 27.522 27.369 27.139 28.498 28.381 27.588 27.041 26.883 26.734 26.715 26.678 26.644 26.600 
 3  10.110 -1.76  0.15520 13.400  0.217 0.00   0.155 -2.256  3.5884  5.190    1  0.000  0.545     0.00     0.00 -1  -4.5e-16      0.00 7.388e-01 2.609e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 23.811 30.547 27.550 25.745 23.225 22.432 21.759 22.755 22.131 21.997 21.757 23.294 23.152 22.209 21.638 21.470 21.242 21.188 21.183 21.191 21.021 
 3  10.110 -1.76  0.14841 13.800  0.206 0.00   0.148 -2.305  3.5851  5.206    1  0.000  0.545     0.00     0.00 -1 -4.03e-16      0.00 7.393e-01 2.604e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 24.333 31.204 28.144 26.303 23.748 22.947 22.273 23.273 22.643 22.511 22.270 23.819 23.676 22.722 22.152 21.986 21.751 21.695 21.693 21.701 21.522 
 3  10.110 -1.76  0.58245 14.850  0.216 0.00   0.581 -0.684  3.7192  4.715    1  0.000  0.544     0.00     0.00 -1 -1.49e-14      0.00 7.955e-01 2.043e-01 4.453e-05 1.203e-05 1.092e-04 -1.000 2.336e-04 21.330 23.676 22.485 22.203 20.785 20.308 19.795 20.529 20.092 19.966 19.784 20.816 20.728 20.144 19.723 19.632 19.558 19.550 19.538 19.523 19.494 
 3  10.110 -1.76  0.52335 15.450  0.194 0.92   0.523 -0.937  3.6897  4.804    1  0.000  0.545     0.00     0.00 -1 -7.95e-15      0.00 7.677e-01 2.320e-01 5.001e-05 1.350e-05 1.224e-04 -1.000 2.551e-04 22.003 25.353 23.811 23.086 21.418 20.857 20.276 21.108 20.616 20.474 20.266 21.458 21.358 20.675 20.187 20.067 19.963 19.957 19.933 19.907 19.883 
 3  10.110 -1.76  0.70826 15.750  0.215 0.97   0.708 -0.069  3.7890  4.466    1  0.000  0.538     0.00     0.00 -1 -7.41e-14      0.00 8.484e-01 1.513e-01 3.483e-05 9.465e-06 8.620e-05 -1.000 2.094e-04 20.080 21.230 20.544 20.735 19.690 19.339 18.929 19.516 19.162 19.059 18.917 19.711 19.642 19.200 18.881 18.835 18.807 18.799 18.795 18.783 18.748 
 3  10.110 -1.76  0.23589 15.850  0.191 0.00   0.235 -1.856  3.6111  5.061    1  0.000  0.545     0.00     0.00 -1 -4.85e-16      0.00 7.378e-01 2.619e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 25.260 31.088 28.526 26.957 24.669 23.934 23.272 24.239 23.652 23.504 23.268 24.730 24.600 23.723 23.155 22.979 22.791 22.753 22.728 22.717 22.611 
 3  10.110 -1.76  0.11057 16.500  0.190 0.89   0.110 -2.688  3.5515  5.325    1  0.000  0.545     0.00     0.00 -1 -1.69e-16      0.00 7.437e-01 2.560e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 27.475 36.596 33.617 30.152 26.959 26.024 25.316 26.410 25.688 25.536 25.310 27.033 26.867 25.775 25.207 25.031 24.690 24.636 24.556 24.494 24.364 
 3  10.110 -1.76  0.20524 16.550  0.194 0.72   0.205 -1.980  3.6043  5.098    1  0.000  0.545     0.00     0.00 -1 -7.33e-16      0.00 7.376e-01 2.621e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 25.851 32.140 29.369 27.678 25.262 24.494 23.826 24.810 24.202 24.061 23.822 25.328 25.191 24.276 23.706 23.534 23.323 23.276 23.263 23.264 23.120 
 3  10.110 -1.76  0.49922 16.650  0.201 0.95   0.499 -1.040  3.6789  4.844    1  0.000  0.545     0.00     0.00 -1 -6.14e-15      0.00 7.506e-01 2.491e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 23.374 26.997 25.351 24.511 22.784 22.204 21.610 22.462 21.958 21.813 21.599 22.826 22.723 22.019 21.517 21.390 21.280 21.273 21.246 21.218 21.194 
 3  10.110 -1.76  0.24498 16.700  0.177 0.00   0.244 -1.820  3.6131  5.050    1  0.000  0.545     0.00     0.00 -1 -4.29e-16      0.00 7.378e-01 2.619e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 26.019 31.768 29.244 27.696 25.427 24.697 24.036 25.001 24.416 24.267 24.032 25.487 25.358 24.487 23.920 23.744 23.558 23.523 23.495 23.481 23.382 
 3  10.110 -1.76  0.11182 16.850  0.220 0.00   0.111 -2.670  3.5534  5.320    1  0.000  0.545     0.00     0.00 -1 -1.76e-16      0.00 7.435e-01 2.562e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 28.294 37.041 34.067 30.810 27.771 26.871 26.165 27.242 26.544 26.388 26.161 27.839 27.683 26.628 26.052 25.862 25.553 25.499 25.423 25.369 25.252 
 3  10.110 -1.76  0.42265 17.050  0.221 1.00   0.422 -1.311  3.6488  4.921    1  0.000  0.545     0.00     0.00 -1 -3.28e-15      0.00 7.504e-01 2.493e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 24.346 28.821 26.853 25.686 23.750 23.107 22.476 23.386 22.847 22.694 22.467 23.799 23.685 22.912 22.372 22.221 22.083 22.069 22.033 21.998 21.964 
 3  10.110 -1.76  0.39919 17.100  0.203 0.70   0.399 -1.387  3.6410  4.942    1  0.000  0.545     0.00     0.00 -1 -2.75e-15      0.00 7.500e-01 2.497e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 24.914 29.840 27.700 26.386 24.320 23.641 22.995 23.930 23.373 23.220 22.989 24.374 24.253 23.440 22.886 22.723 22.564 22.541 22.505 22.473 22.418 
 3  10.110 -1.76  0.12097 17.400  0.236 0.00   0.121 -2.541  3.5668  5.281    1  0.000  0.545     0.00     0.00 -1 -2.38e-16      0.00 7.421e-01 2.576e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 28.523 36.633 33.742 30.849 27.987 27.125 26.430 27.480 26.808 26.656 26.427 28.054 27.905 26.890 26.314 26.120 25.841 25.786 25.724 25.681 25.559 
 3  10.110 -1.76  0.34113 17.550  0.206 0.94   0.341 -1.541  3.6297  4.983    1  0.000  0.544     0.00     0.00 -1 -1.44e-15      0.00 7.377e-01 2.620e-01 5.340e-05 1.442e-05 1.308e-04 -1.000 2.978e-04 25.483 30.650 28.404 27.011 24.889 24.197 23.545 24.489 23.925 23.772 23.539 24.945 24.821 23.993 23.434 23.264 23.097 23.072 23.033 22.998 22.940 
 3  10.110 -1.76  0.09296 17.650  0.255 0.00   0.093 -3.088  3.4993  5.443    1  0.000  0.545     0.00     0.00 -1  -6.4e-17      0.00 7.473e-01 2.524e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 30.140 40.547 38.383 33.541 29.642 28.581 27.893 29.020 28.213 28.085 27.879 29.776 29.523 28.308 27.809 27.707 27.220 27.176 27.075 26.974 26.775 
 3  10.110 -1.76  0.20774 17.700  0.218 0.93   0.207 -1.970  3.6049  5.095    1  0.000  0.545     0.00     0.00 -1 -7.08e-16      0.00 7.377e-01 2.621e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 26.718 32.854 30.143 28.495 26.128 25.374 24.707 25.685 25.086 24.942 24.704 26.192 26.058 25.158 24.589 24.413 24.213 24.170 24.151 24.150 24.022 
 3  10.110 -1.76  0.73016 18.300  0.199 0.82   0.730  0.077  3.7991  4.372    1  0.000  0.534     0.00     0.00 -1 -6.92e-17      0.00 8.594e-01 1.404e-01 3.274e-05 8.960e-06 8.178e-05 -1.000 2.160e-04 22.671 23.804 23.166 23.320 22.286 21.935 21.527 22.110 21.758 21.656 21.515 22.306 22.238 21.796 21.479 21.428 21.395 21.387 21.382 21.370 21.337 
 3  10.110 -1.76  0.78319 18.700  0.233 0.00   0.781  1.068  3.7332  3.147    3  0.000  0.537     0.00     0.00 -1 -4.67e-14      0.00 7.612e-01 2.385e-01 5.022e-05 1.373e-05 1.248e-04 -1.000 2.921e-04 20.799 22.788 21.753 21.593 20.300 19.841 19.321 20.059 19.626 19.496 19.308 20.331 20.247 19.677 19.251 19.184 19.142 19.133 19.124 19.108 19.071 
 3  10.110 -1.76  0.13293 19.200  0.229 0.00   0.132 -2.431  3.5757  5.246    1  0.000  0.545     0.00     0.00 -1 -3.05e-16      0.00 7.407e-01 2.590e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 30.048 37.581 34.621 32.205 29.490 28.657 27.972 28.998 28.347 28.203 27.969 29.558 29.412 28.427 27.853 27.670 27.413 27.357 27.322 27.302 27.154 
 3  10.110 -1.76  0.13929 19.500  0.218 0.00   0.139 -2.373  3.5805  5.228    1  0.000  0.545     0.00     0.00 -1 -3.48e-16      0.00 7.400e-01 2.597e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.973e-04 30.201 37.382 34.352 32.258 29.628 28.812 28.133 29.145 28.505 28.368 28.130 29.698 29.554 28.584 28.012 27.840 27.594 27.537 27.522 27.518 27.351 
 3  10.110 -1.76  0.19737 19.650  0.208 0.87   0.197 -2.015  3.6024  5.109    1  0.000  0.545     0.00     0.00 -1 -7.62e-16      0.00 7.377e-01 2.620e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 28.863 35.155 32.371 30.681 28.274 27.509 26.840 27.823 27.217 27.076 26.837 28.339 28.203 27.291 26.721 26.546 26.339 26.293 26.278 26.281 26.140 
 3  10.110 -1.76  0.23734 20.100  0.214 0.84   0.236 -1.850  3.6114  5.059    1  0.000  0.545     0.00     0.00 -1 -4.76e-16      0.00 7.378e-01 2.619e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 28.916 34.854 32.241 30.643 28.325 27.582 26.918 27.890 27.297 27.151 26.914 28.387 28.255 27.369 26.801 26.625 26.432 26.392 26.369 26.362 26.247 
 3  10.110 -1.76  0.31240 20.150  0.189 0.91   0.312 -1.614  3.6251  4.998    1  0.000  0.545     0.00     0.00 -1    -1e-15      0.00 7.379e-01 2.618e-01 5.342e-05 1.442e-05 1.308e-04 -1.000 2.974e-04 28.301 33.663 31.329 29.881 27.708 27.002 26.347 27.299 26.728 26.576 26.341 27.765 27.640 26.796 26.234 26.061 25.887 25.859 25.822 25.793 25.722 
 3  10.110 -1.76  0.21994 20.200  0.208 0.00   0.219 -1.920  3.6076  5.080    1  0.000  0.545     0.00     0.00 -1 -6.01e-16      0.00 7.377e-01 2.620e-01 5.344e-05 1.442e-05 1.308e-04 -1.000 2.972e-04 29.771 35.738 33.108 31.504 29.180 28.436 27.773 28.744 28.152 28.006 27.769 29.242 29.110 28.223 27.655 27.479 27.285 27.245 27.223 27.216 27.101 
